match_id,team1,team2,elo_team1_pre,elo_team2_pre,elo_diff_pre,season
1226864,Melbourne Renegades,Melbourne Stars,1419.9392494979156,1509.7820296775515,-89.84278017963584,2021
1226840,Sydney Thunder,Hobart Hurricanes,1492.1593187874678,1488.0069080161718,4.15241077129599,2021
1226838,Perth Scorchers,Brisbane Heat,1512.9918621582492,1479.1573877866747,33.834474371574515,2021
1226869,Melbourne Stars,Melbourne Renegades,1517.2522831169917,1412.4689960584753,104.78328705851641,2021
1226859,Adelaide Strikers,Brisbane Heat,1506.5396224318067,1470.1281554093587,36.41146702244805,2021
1226834,Perth Scorchers,Hobart Hurricanes,1522.0210945355652,1498.1264183151884,23.894676220376823,2021
1226880,Sydney Thunder,Sydney Sixers,1482.0398084884512,1591.4236216441625,-109.38381315571132,2021
1226849,Perth Scorchers,Melbourne Stars,1531.3344327467162,1504.3246080947229,27.009824651993313,2021
1226848,Brisbane Heat,Melbourne Renegades,1461.1723416448651,1425.3966710807442,35.7756705641209,2021
1226827,Hobart Hurricanes,Sydney Sixers,1488.8130801040375,1578.3753569256342,-89.5622768215967,2021
1226847,Adelaide Strikers,Sydney Thunder,1515.4954361963003,1495.0880732069795,20.407362989320745,2021
1226836,Adelaide Strikers,Sydney Thunder,1524.9087396290931,1485.6747697741866,39.23396985490649,2021
1226862,Brisbane Heat,Perth Scorchers,1470.1462590154192,1540.558589830862,-70.41233081544283,2021
1226858,Melbourne Stars,Sydney Sixers,1495.100451010577,1565.8531687673824,-70.7527177568054,2021
1226860,Melbourne Renegades,Hobart Hurricanes,1416.4227537101901,1501.3352682622892,-84.91251455209908,2021
1226883,Adelaide Strikers,Brisbane Heat,1513.784270859647,1482.14559108679,31.638679772856904,2021
1226884,Perth Scorchers,Sydney Sixers,1528.5592577594912,1573.8444330405084,-45.285175281017246,2021
1226885,Sydney Thunder,Brisbane Heat,1496.7992385436328,1493.053716652913,3.7455218907198287,2021
1226886,Perth Scorchers,Brisbane Heat,1519.8553385453413,1503.161517262684,16.69382128265738,2021
1226882,Sydney Sixers,Perth Scorchers,1582.5483522546583,1529.3752211665392,53.173131088119135,2021
1269638,Sydney Sixers,Melbourne Stars,1591.0297446448437,1487.109186737451,103.92055790739278,2021
1269639,Brisbane Heat,Sydney Thunder,1493.641634641486,1486.6914379338618,6.950196707624173,2021
1269640,Melbourne Renegades,Adelaide Strikers,1428.8192076111911,1502.8761452935241,-74.056937682333,2021
1269641,Sydney Sixers,Hobart Hurricanes,1598.124789069493,1488.9388143612882,109.18597470820487,2021
1269642,Perth Scorchers,Brisbane Heat,1520.8938287763538,1483.441618579328,37.452210197025806,2021
1269643,Adelaide Strikers,Melbourne Renegades,1490.7763206601696,1440.9190322445456,49.857288415624,2021
1269644,Melbourne Stars,Sydney Thunder,1480.0141423128016,1496.89145399602,-16.877311683218295,2021
1269646,Perth Scorchers,Adelaide Strikers,1529.8200235041477,1499.351082208539,30.4689412956086,2021
1269645,Hobart Hurricanes,Sydney Sixers,1481.9819130402916,1605.0816903904897,-123.09977735019811,2021
1269647,Sydney Thunder,Melbourne Stars,1486.4060676470635,1490.499528661758,-4.093461014694412,2021
1269648,Melbourne Renegades,Brisbane Heat,1432.3442706961762,1474.515423851534,-42.17115315535784,2021
1269649,Perth Scorchers,Hobart Hurricanes,1538.9452981480508,1495.3838330316169,43.561465116433965,2021
1269650,Melbourne Stars,Sydney Sixers,1500.3817148342137,1591.6797703991645,-91.2980555649508,2021
1269651,Sydney Thunder,Brisbane Heat,1476.5238814746078,1483.3075663437005,-6.783684869092667,2021
1269652,Perth Scorchers,Hobart Hurricanes,1547.6980273128129,1486.6311038668548,61.06692344595808,2021
1269653,Adelaide Strikers,Sydney Sixers,1490.225807564636,1599.1108599298623,-108.88505236522633,2021
1269654,Perth Scorchers,Melbourne Renegades,1555.958258873504,1423.5521282040097,132.40613066949436,2021
1269655,Brisbane Heat,Adelaide Strikers,1473.1123410057182,1483.2610450022323,-10.148703996514087,2021
1269656,Hobart Hurricanes,Melbourne Stars,1478.3708723061636,1492.9506253035158,-14.579752997352216,2021
1269658,Melbourne Renegades,Perth Scorchers,1417.188712705849,1562.3216743716648,-145.13296166581586,2021
1269657,Sydney Sixers,Sydney Thunder,1606.075622492266,1486.71910681259,119.3565156796758,2021
1269660,Melbourne Stars,Brisbane Heat,1482.5312324300269,1483.4043611374564,-0.8731287074294869,2021
