match_id,checkpoint,season,venue,toss_winner,winner,batting_first_team,target_batfirst,runs,wickets,overs_left,run_rate,runs_per_wicket,pressure_index,checkpoint_ratio,momentum_runs,momentum_wickets,momentum_runrate,momentum_score,par_runs_cp_final,par_gap_cp,exp_remain_final,exp_final_20,resource_frac,venue_mean_runs_cp,venue_mean_wkts_cp,season_mean_runs_cp,season_mean_wkts_cp,venue_mean_exp_final20
524917,15,2011,Adelaide Oval,Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,1,123,2,5,8.2,41.0,6.833333333333333,0.75,37,1,7.4,5.4,129.0144927536232,-6.014492753623188,52.0,175.0,0.3217550274223034,117.92753623188406,3.550724637681159,115.83333333333333,3.4166666666666665,165.88374827806138
524917,20,2011,Adelaide Oval,Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,1,189,5,0,9.45,31.5,31.5,1.0,66,3,13.2,7.199999999999999,174.51111111111112,14.48888888888888,0.0,189.0,0.0,169.55384615384617,6.107692307692307,162.41666666666666,6.666666666666667,165.88374827806138
524918,6,2011,Western Australia Cricket Association Ground,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,34,1,14,5.666666666666667,17.0,1.1333333333333333,0.3,31,1,6.2,4.2,47.2952380952381,-13.295238095238098,119.83809523809524,153.83809523809524,0.7415098003763451,42.08571428571429,1.3428571428571427,46.333333333333336,0.6666666666666666,157.05409796875375
524918,10,2011,Western Australia Cricket Association Ground,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,66,2,10,6.6,22.0,2.0,0.5,42,2,8.4,4.4,76.94827586206897,-10.948275862068968,88.93103448275862,154.9310344827586,0.5502693738210349,70.6,2.2285714285714286,74.25,1.6666666666666667,157.05409796875375
524918,15,2011,Western Australia Cricket Association Ground,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,107,4,5,7.133333333333334,21.4,3.5666666666666664,0.75,41,2,8.2,4.199999999999999,112.85897435897436,-5.858974358974365,47.43589743589744,154.43589743589743,0.2935142015440145,109.14285714285714,3.7714285714285714,115.83333333333333,3.4166666666666665,157.05409796875375
524918,20,2011,Western Australia Cricket Association Ground,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,140,10,0,7.0,12.727272727272728,12.727272727272728,1.0,33,6,6.6,-5.4,137.65625,2.34375,0.0,140.0,0.0,157.4848484848485,6.03030303030303,162.41666666666666,6.666666666666667,157.05409796875375
524919,6,2011,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Melbourne Stars,Melbourne Stars,Melbourne Stars,1,44,2,14,7.333333333333333,14.666666666666666,0.9777777777777776,0.3,40,2,8.0,4.0,41.6,2.3999999999999986,108.84827586206896,152.84827586206896,0.6735092304782778,46.981818181818184,1.6,46.333333333333336,0.6666666666666666,164.2941818367128
524919,10,2011,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Melbourne Stars,Melbourne Stars,Melbourne Stars,1,84,2,10,8.4,28.0,2.5454545454545454,0.5,53,0,10.6,10.6,76.94827586206897,7.051724137931032,88.93103448275862,172.9310344827586,0.5502693738210349,76.6,2.618181818181818,74.25,1.6666666666666667,164.2941818367128
524919,15,2011,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Melbourne Stars,Melbourne Stars,Melbourne Stars,1,140,3,5,9.333333333333334,35.0,5.833333333333333,0.75,56,1,11.2,9.2,120.06428571428572,19.935714285714283,50.65,190.65,0.313401771902686,118.0925925925926,3.9814814814814814,115.83333333333333,3.4166666666666665,164.2941818367128
524919,20,2011,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Melbourne Stars,Melbourne Stars,Melbourne Stars,1,177,7,0,8.85,22.125,22.125,1.0,37,4,7.4,-0.5999999999999996,161.1888888888889,15.811111111111105,0.0,177.0,0.0,168.98076923076923,6.576923076923077,162.41666666666666,6.666666666666667,164.2941818367128
524920,6,2011,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,37,1,14,6.166666666666667,18.5,1.2333333333333334,0.3,34,1,6.8,4.8,47.2952380952381,-10.295238095238098,119.83809523809524,156.83809523809524,0.7415098003763451,45.910714285714285,1.4107142857142858,46.333333333333336,0.6666666666666666,165.62417704081543
524920,10,2011,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,63,1,10,6.3,31.5,2.863636363636364,0.5,32,1,6.4,4.4,83.3076923076923,-20.307692307692307,95.89423076923076,158.89423076923077,0.5933548240537412,76.74545454545455,2.1454545454545455,74.25,1.6666666666666667,165.62417704081543
524920,15,2011,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,111,1,5,7.4,55.5,9.25,0.75,48,0,9.6,9.6,134.52,-23.52000000000001,53.76,164.76,0.3326451975812122,119.47272727272727,3.5272727272727273,115.83333333333333,3.4166666666666665,165.62417704081543
524920,20,2011,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,169,3,0,8.45,42.25,42.25,1.0,58,2,11.6,7.6,190.16,-21.159999999999997,0.0,169.0,0.0,168.73584905660377,6.264150943396227,162.41666666666666,6.666666666666667,165.62417704081543
524921,6,2011,"Docklands Stadium, Melbourne",Melbourne Renegades,Perth Scorchers,Melbourne Renegades,0,53,0,14,8.833333333333334,53.0,3.533333333333333,0.3,48,0,9.6,9.6,53.71028037383178,-0.7102803738317789,122.3644859813084,175.3644859813084,0.7571420873544606,43.77777777777778,1.5873015873015872,46.333333333333336,0.6666666666666666,160.46247541479894
524921,10,2011,"Docklands Stadium, Melbourne",Melbourne Renegades,Perth Scorchers,Melbourne Renegades,0,89,0,10,8.9,89.0,8.090909090909092,0.5,41,0,8.2,8.2,87.27586206896552,1.7241379310344769,97.86206896551724,186.86206896551724,0.6055310131462183,73.0952380952381,2.4126984126984126,74.25,1.6666666666666667,160.46247541479894
524921,15,2011,"Docklands Stadium, Melbourne",Melbourne Renegades,Perth Scorchers,Melbourne Renegades,0,140,2,5,9.333333333333334,46.666666666666664,7.777777777777778,0.75,51,2,10.2,6.199999999999999,129.0144927536232,10.985507246376812,52.0,192.0,0.3217550274223034,112.46031746031746,3.8412698412698414,115.83333333333333,3.4166666666666665,160.46247541479894
524921,20,2011,"Docklands Stadium, Melbourne",Melbourne Renegades,Perth Scorchers,Melbourne Renegades,0,188,3,0,9.4,47.0,47.0,1.0,48,1,9.6,7.6,190.16,-2.1599999999999966,0.0,188.0,0.0,163.86666666666667,6.0,162.41666666666666,6.666666666666667,160.46247541479894
524922,6,2011,Stadium Australia,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,0,46,2,14,7.666666666666667,15.333333333333334,1.0222222222222224,0.3,42,2,8.4,4.4,41.6,4.399999999999999,108.84827586206896,154.84827586206896,0.6735092304782778,40.46153846153846,1.2307692307692308,46.333333333333336,0.6666666666666666,153.37025498408374
524922,10,2011,Stadium Australia,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,0,61,4,10,6.1,12.2,1.1090909090909091,0.5,21,3,4.2,-1.7999999999999998,64.2258064516129,-3.225806451612897,80.45161290322581,141.4516129032258,0.4978021329970377,65.84615384615384,2.3076923076923075,74.25,1.6666666666666667,153.37025498408374
524922,15,2011,Stadium Australia,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,0,98,4,5,6.533333333333333,19.6,3.266666666666667,0.75,37,0,7.4,7.4,112.85897435897436,-14.858974358974365,47.43589743589744,145.43589743589743,0.2935142015440145,104.3076923076923,3.769230769230769,115.83333333333333,3.4166666666666665,153.37025498408374
524922,20,2011,Stadium Australia,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,0,155,8,0,7.75,17.22222222222222,17.22222222222222,1.0,57,4,11.4,3.4000000000000004,152.3661971830986,2.633802816901408,0.0,155.0,0.0,152.91666666666666,6.333333333333333,162.41666666666666,6.666666666666667,153.37025498408374
524923,6,2011,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,Sydney Sixers,1,53,1,14,8.833333333333334,26.5,1.7666666666666666,0.3,50,1,10.0,8.0,47.2952380952381,5.704761904761902,119.83809523809524,172.83809523809524,0.7415098003763451,45.98275862068966,1.6206896551724137,46.333333333333336,0.6666666666666666,158.9751133410484
524923,10,2011,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,Sydney Sixers,1,79,2,10,7.9,26.333333333333332,2.393939393939394,0.5,40,1,8.0,6.0,76.94827586206897,2.051724137931032,88.93103448275862,167.9310344827586,0.5502693738210349,73.89473684210526,2.6491228070175437,74.25,1.6666666666666667,158.9751133410484
524923,15,2011,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,Sydney Sixers,1,112,5,5,7.466666666666667,18.666666666666668,3.111111111111111,0.75,33,3,6.6,0.5999999999999996,103.86585365853658,8.13414634146342,43.68292682926829,155.6829268292683,0.2702923330738018,111.64814814814815,3.925925925925926,115.83333333333333,3.4166666666666665,158.9751133410484
524923,20,2011,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,Sydney Sixers,1,166,9,0,8.3,16.6,16.6,1.0,54,4,10.8,2.8000000000000007,141.22727272727272,24.77272727272728,0.0,166.0,0.0,160.01960784313727,6.490196078431373,162.41666666666666,6.666666666666667,158.9751133410484
524924,6,2011,Adelaide Oval,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,41,0,14,6.833333333333333,41.0,2.7333333333333334,0.3,37,0,7.4,7.4,53.71028037383178,-12.71028037383178,122.3644859813084,163.3644859813084,0.7571420873544606,47.014084507042256,1.3098591549295775,46.333333333333336,0.6666666666666666,165.88374827806138
524924,10,2011,Adelaide Oval,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,69,1,10,6.9,34.5,3.136363636363636,0.5,33,1,6.6,4.6,83.3076923076923,-14.307692307692308,95.89423076923076,164.89423076923077,0.5933548240537412,77.98591549295774,2.267605633802817,74.25,1.6666666666666667,165.88374827806138
524924,15,2011,Adelaide Oval,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,105,2,5,7.0,35.0,5.833333333333333,0.75,36,1,7.2,5.2,129.0144927536232,-24.014492753623188,52.0,157.0,0.3217550274223034,117.92753623188406,3.550724637681159,115.83333333333333,3.4166666666666665,165.88374827806138
524924,20,2011,Adelaide Oval,Hobart Hurricanes,Hobart Hurricanes,Hobart Hurricanes,1,171,4,0,8.55,34.2,34.2,1.0,66,2,13.2,9.2,181.0,-10.0,0.0,171.0,0.0,169.55384615384617,6.107692307692307,162.41666666666666,6.666666666666667,165.88374827806138
524925,6,2011,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,68,0,14,11.333333333333334,68.0,4.533333333333333,0.3,58,0,11.6,11.6,53.71028037383178,14.28971962616822,122.3644859813084,190.3644859813084,0.7571420873544606,42.08571428571429,1.3428571428571427,46.333333333333336,0.6666666666666666,157.05409796875375
524925,10,2011,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,91,2,10,9.1,30.333333333333332,2.7575757575757573,0.5,38,2,7.6,3.5999999999999996,76.94827586206897,14.051724137931032,88.93103448275862,179.9310344827586,0.5502693738210349,70.6,2.2285714285714286,74.25,1.6666666666666667,157.05409796875375
524925,15,2011,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,129,5,5,8.6,21.5,3.5833333333333335,0.75,38,3,7.6,1.5999999999999996,103.86585365853658,25.13414634146342,43.68292682926829,172.6829268292683,0.2702923330738018,109.14285714285714,3.7714285714285714,115.83333333333333,3.4166666666666665,157.05409796875375
524925,20,2011,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,162,8,0,8.1,18.0,18.0,1.0,33,3,6.6,0.5999999999999996,152.3661971830986,9.633802816901408,0.0,162.0,0.0,157.4848484848485,6.03030303030303,162.41666666666666,6.666666666666667,157.05409796875375
524926,6,2011,Stadium Australia,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,1,51,0,14,8.5,51.0,3.4,0.3,47,0,9.4,9.4,53.71028037383178,-2.710280373831779,122.3644859813084,173.3644859813084,0.7571420873544606,40.46153846153846,1.2307692307692308,46.333333333333336,0.6666666666666666,153.37025498408374
524926,10,2011,Stadium Australia,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,1,81,0,10,8.1,81.0,7.363636363636363,0.5,38,0,7.6,7.6,87.27586206896552,-6.275862068965523,97.86206896551724,178.86206896551724,0.6055310131462183,65.84615384615384,2.3076923076923075,74.25,1.6666666666666667,153.37025498408374
524926,15,2011,Stadium Australia,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,1,108,3,5,7.2,27.0,4.5,0.75,27,3,5.4,-0.5999999999999996,120.06428571428572,-12.064285714285717,50.65,158.65,0.313401771902686,104.3076923076923,3.769230769230769,115.83333333333333,3.4166666666666665,153.37025498408374
524926,20,2011,Stadium Australia,Melbourne Renegades,Melbourne Renegades,Melbourne Renegades,1,140,8,0,7.0,15.555555555555555,15.555555555555555,1.0,32,5,6.4,-3.5999999999999996,152.3661971830986,-12.366197183098592,0.0,140.0,0.0,152.91666666666666,6.333333333333333,162.41666666666666,6.666666666666667,153.37025498408374
524927,6,2012,"Bellerive Oval, Hobart",Sydney Thunder,Hobart Hurricanes,Sydney Thunder,0,39,1,14,6.5,19.5,1.3,0.3,36,1,7.2,5.2,47.2952380952381,-8.295238095238098,119.83809523809524,158.83809523809524,0.7415098003763451,45.910714285714285,1.4107142857142858,41.529411764705884,1.5294117647058822,165.62417704081543
524927,10,2012,"Bellerive Oval, Hobart",Sydney Thunder,Hobart Hurricanes,Sydney Thunder,0,75,1,10,7.5,37.5,3.409090909090909,0.5,37,1,7.4,5.4,83.3076923076923,-8.307692307692307,95.89423076923076,170.89423076923077,0.5933548240537412,76.74545454545455,2.1454545454545455,69.97058823529412,2.4705882352941178,165.62417704081543
524927,15,2012,"Bellerive Oval, Hobart",Sydney Thunder,Hobart Hurricanes,Sydney Thunder,0,109,2,5,7.266666666666667,36.333333333333336,6.055555555555556,0.75,34,1,6.8,4.8,129.0144927536232,-20.014492753623188,52.0,161.0,0.3217550274223034,119.47272727272727,3.5272727272727273,107.60606060606061,3.787878787878788,165.62417704081543
524927,20,2012,"Bellerive Oval, Hobart",Sydney Thunder,Hobart Hurricanes,Sydney Thunder,0,138,8,0,6.9,15.333333333333334,15.333333333333334,1.0,29,6,5.8,-6.2,152.3661971830986,-14.366197183098592,0.0,138.0,0.0,168.73584905660377,6.264150943396227,155.03225806451613,6.645161290322581,165.62417704081543
524928,6,2012,"Docklands Stadium, Melbourne",Sydney Sixers,Melbourne Renegades,Sydney Sixers,0,44,1,14,7.333333333333333,22.0,1.4666666666666666,0.3,40,1,8.0,6.0,47.2952380952381,-3.2952380952380977,119.83809523809524,163.83809523809524,0.7415098003763451,43.77777777777778,1.5873015873015872,41.529411764705884,1.5294117647058822,160.46247541479894
524928,10,2012,"Docklands Stadium, Melbourne",Sydney Sixers,Melbourne Renegades,Sydney Sixers,0,72,3,10,7.2,18.0,1.6363636363636365,0.5,41,2,8.2,4.199999999999999,69.30201342281879,2.6979865771812115,84.68456375838926,156.68456375838926,0.5239939256601219,73.0952380952381,2.4126984126984126,69.97058823529412,2.4705882352941178,160.46247541479894
524928,15,2012,"Docklands Stadium, Melbourne",Sydney Sixers,Melbourne Renegades,Sydney Sixers,0,113,3,5,7.533333333333333,28.25,4.708333333333333,0.75,41,0,8.2,8.2,120.06428571428572,-7.064285714285717,50.65,163.65,0.313401771902686,112.46031746031746,3.8412698412698414,107.60606060606061,3.787878787878788,160.46247541479894
524928,20,2012,"Docklands Stadium, Melbourne",Sydney Sixers,Melbourne Renegades,Sydney Sixers,0,161,6,0,8.05,23.0,23.0,1.0,48,3,9.6,3.5999999999999996,162.57843137254903,-1.5784313725490335,0.0,161.0,0.0,163.86666666666667,6.0,155.03225806451613,6.645161290322581,160.46247541479894
524930,6,2012,Melbourne Cricket Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,53,1,14,8.833333333333334,26.5,1.7666666666666666,0.3,48,1,9.6,7.6,47.2952380952381,5.704761904761902,119.83809523809524,172.83809523809524,0.7415098003763451,45.59375,1.34375,41.529411764705884,1.5294117647058822,160.14499587536227
524930,10,2012,Melbourne Cricket Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,80,2,10,8.0,26.666666666666668,2.4242424242424243,0.5,34,2,6.8,2.8,76.94827586206897,3.051724137931032,88.93103448275862,168.9310344827586,0.5502693738210349,73.25,2.34375,69.97058823529412,2.4705882352941178,160.14499587536227
524930,15,2012,Melbourne Cricket Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,111,4,5,7.4,22.2,3.7,0.75,31,2,6.2,2.2,112.85897435897436,-1.8589743589743648,47.43589743589744,158.43589743589743,0.2935142015440145,113.03125,3.5625,107.60606060606061,3.787878787878788,160.14499587536227
524930,20,2012,Melbourne Cricket Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,136,10,0,6.8,12.363636363636363,12.363636363636363,1.0,25,6,5.0,-7.0,137.65625,-1.65625,0.0,136.0,0.0,157.421875,6.59375,155.03225806451613,6.645161290322581,160.14499587536227
524933,6,2012,Stadium Australia,Sydney Sixers,Sydney Sixers,Sydney Sixers,1,34,1,14,5.666666666666667,17.0,1.1333333333333333,0.3,30,1,6.0,4.0,47.2952380952381,-13.295238095238098,119.83809523809524,153.83809523809524,0.7415098003763451,40.46153846153846,1.2307692307692308,41.529411764705884,1.5294117647058822,153.37025498408374
524933,10,2012,Stadium Australia,Sydney Sixers,Sydney Sixers,Sydney Sixers,1,56,5,10,5.6,9.333333333333334,0.8484848484848485,0.5,28,4,5.6,-2.4000000000000004,62.666666666666664,-6.666666666666664,61.875,117.875,0.3828575446491351,65.84615384615384,2.3076923076923075,69.97058823529412,2.4705882352941178,153.37025498408374
524933,15,2012,Stadium Australia,Sydney Sixers,Sydney Sixers,Sydney Sixers,1,103,7,5,6.866666666666666,12.875,2.1458333333333335,0.75,47,2,9.4,5.4,90.33333333333331,12.666666666666671,31.38888888888889,134.38888888888889,0.1942217847153861,104.3076923076923,3.769230769230769,107.60606060606061,3.787878787878788,153.37025498408374
524934,6,2012,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,55,0,14,9.166666666666666,55.0,3.6666666666666665,0.3,49,0,9.8,9.8,53.71028037383178,1.2897196261682211,122.3644859813084,177.3644859813084,0.7571420873544606,42.08571428571429,1.3428571428571427,41.529411764705884,1.5294117647058822,157.05409796875375
524934,10,2012,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,93,0,10,9.3,93.0,8.454545454545455,0.5,45,0,9.0,9.0,87.27586206896552,5.724137931034477,97.86206896551724,190.86206896551724,0.6055310131462183,70.6,2.2285714285714286,69.97058823529412,2.4705882352941178,157.05409796875375
524934,15,2012,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,128,1,5,8.533333333333333,64.0,10.666666666666666,0.75,35,1,7.0,5.0,134.52,-6.52000000000001,53.76,181.76,0.3326451975812122,109.14285714285714,3.7714285714285714,107.60606060606061,3.787878787878788,157.05409796875375
524934,20,2012,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,Perth Scorchers,1,184,5,0,9.2,30.666666666666668,30.666666666666668,1.0,56,4,11.2,3.1999999999999993,174.51111111111112,9.48888888888888,0.0,184.0,0.0,157.4848484848485,6.03030303030303,155.03225806451613,6.645161290322581,157.05409796875375
524935,6,2012,"Bellerive Oval, Hobart",Melbourne Stars,Melbourne Stars,Melbourne Stars,1,55,0,14,9.166666666666666,55.0,3.6666666666666665,0.3,49,0,9.8,9.8,53.71028037383178,1.2897196261682211,122.3644859813084,177.3644859813084,0.7571420873544606,45.910714285714285,1.4107142857142858,41.529411764705884,1.5294117647058822,165.62417704081543
524935,10,2012,"Bellerive Oval, Hobart",Melbourne Stars,Melbourne Stars,Melbourne Stars,1,100,0,10,10.0,100.0,9.090909090909092,0.5,55,0,11.0,11.0,87.27586206896552,12.724137931034477,97.86206896551724,197.86206896551724,0.6055310131462183,76.74545454545455,2.1454545454545455,69.97058823529412,2.4705882352941178,165.62417704081543
524935,15,2012,"Bellerive Oval, Hobart",Melbourne Stars,Melbourne Stars,Melbourne Stars,1,161,0,5,10.733333333333333,161.0,26.833333333333332,0.75,61,0,12.2,12.2,141.66666666666666,19.333333333333343,63.166666666666664,224.16666666666663,0.390849857029016,119.47272727272727,3.5272727272727273,107.60606060606061,3.787878787878788,165.62417704081543
524935,20,2012,"Bellerive Oval, Hobart",Melbourne Stars,Melbourne Stars,Melbourne Stars,1,203,3,0,10.15,50.75,50.75,1.0,42,3,8.4,2.4000000000000004,190.16,12.840000000000003,0.0,203.0,0.0,168.73584905660377,6.264150943396227,155.03225806451613,6.645161290322581,165.62417704081543
524936,6,2012,Adelaide Oval,Sydney Sixers,Sydney Sixers,Sydney Sixers,1,45,1,14,7.5,22.5,1.5,0.3,38,1,7.6,5.6,47.2952380952381,-2.2952380952380977,119.83809523809524,164.83809523809524,0.7415098003763451,47.014084507042256,1.3098591549295775,41.529411764705884,1.5294117647058822,165.88374827806138
524936,10,2012,Adelaide Oval,Sydney Sixers,Sydney Sixers,Sydney Sixers,1,79,2,10,7.9,26.333333333333332,2.393939393939394,0.5,40,1,8.0,6.0,76.94827586206897,2.051724137931032,88.93103448275862,167.9310344827586,0.5502693738210349,77.98591549295774,2.267605633802817,69.97058823529412,2.4705882352941178,165.88374827806138
524936,15,2012,Adelaide Oval,Sydney Sixers,Sydney Sixers,Sydney Sixers,1,110,5,5,7.333333333333333,18.333333333333332,3.0555555555555554,0.75,31,3,6.2,0.2000000000000001,103.86585365853658,6.1341463414634205,43.68292682926829,153.6829268292683,0.2702923330738018,117.92753623188406,3.550724637681159,107.60606060606061,3.787878787878788,165.88374827806138
524936,20,2012,Adelaide Oval,Sydney Sixers,Sydney Sixers,Sydney Sixers,1,151,8,0,7.55,16.77777777777778,16.77777777777778,1.0,41,3,8.2,2.1999999999999993,152.3661971830986,-1.366197183098592,0.0,151.0,0.0,169.55384615384617,6.107692307692307,155.03225806451613,6.645161290322581,165.88374827806138
524938,6,2012,"Docklands Stadium, Melbourne",Brisbane Heat,Brisbane Heat,Brisbane Heat,1,44,1,14,7.333333333333333,22.0,1.4666666666666666,0.3,39,0,7.8,7.8,47.2952380952381,-3.2952380952380977,119.83809523809524,163.83809523809524,0.7415098003763451,43.77777777777778,1.5873015873015872,41.529411764705884,1.5294117647058822,160.46247541479894
524938,10,2012,"Docklands Stadium, Melbourne",Brisbane Heat,Brisbane Heat,Brisbane Heat,1,71,4,10,7.1,14.2,1.2909090909090908,0.5,45,3,9.0,3.0,64.2258064516129,6.774193548387103,80.45161290322581,151.4516129032258,0.4978021329970377,73.0952380952381,2.4126984126984126,69.97058823529412,2.4705882352941178,160.46247541479894
524938,15,2012,"Docklands Stadium, Melbourne",Brisbane Heat,Brisbane Heat,Brisbane Heat,1,104,5,5,6.933333333333334,17.333333333333332,2.888888888888889,0.75,33,1,6.6,4.6,103.86585365853658,0.1341463414634205,43.68292682926829,147.6829268292683,0.2702923330738018,112.46031746031746,3.8412698412698414,107.60606060606061,3.787878787878788,160.46247541479894
524938,20,2012,"Docklands Stadium, Melbourne",Brisbane Heat,Brisbane Heat,Brisbane Heat,1,168,7,0,8.4,21.0,21.0,1.0,64,2,12.8,8.8,161.1888888888889,6.811111111111103,0.0,168.0,0.0,163.86666666666667,6.0,155.03225806451613,6.645161290322581,160.46247541479894
