match_id,checkpoint,season,venue,toss_winner,winner,batting_first_team,target_batfirst,runs,wickets,overs_left,run_rate,runs_per_wicket,pressure_index,checkpoint_ratio,momentum_runs,momentum_wickets,momentum_runrate,momentum_score,par_runs_cp_final,par_gap_cp,exp_remain_final,exp_final_20,resource_frac,venue_mean_runs_cp,venue_mean_wkts_cp,season_mean_runs_cp,season_mean_wkts_cp,venue_mean_exp_final20,team1,team2,elo_team1_pre,elo_team2_pre,elo_diff_pre,elo_bat_first,elo_bowl_first,elo_diff
1269670,6,2022,Melbourne Cricket Ground,Melbourne Stars,Melbourne Renegades,Melbourne Stars,0,42,1,14,7.0,21.0,1.4,0.3,37,1,7.4,5.4,47.2952380952381,-5.295238095238098,119.83809523809524,161.83809523809524,0.7415098003763451,45.59375,1.34375,44.767857142857146,1.3214285714285714,160.14499587536227,Melbourne Stars,Melbourne Renegades,1484.3591070743755,1403.5971594566026,80.7619476177731,1484.3591070743755,1403.5971594566026,80.76194761777288
1269670,10,2022,Melbourne Cricket Ground,Melbourne Stars,Melbourne Renegades,Melbourne Stars,0,61,4,10,6.1,12.2,1.1090909090909091,0.5,26,3,5.2,-0.7999999999999998,64.2258064516129,-3.225806451612897,80.45161290322581,141.4516129032258,0.4978021329970377,73.25,2.34375,75.08928571428571,2.4285714285714284,160.14499587536227,Melbourne Stars,Melbourne Renegades,1484.3591070743755,1403.5971594566026,80.7619476177731,1484.3591070743755,1403.5971594566026,80.76194761777288
1269670,15,2022,Melbourne Cricket Ground,Melbourne Stars,Melbourne Renegades,Melbourne Stars,0,91,6,5,6.066666666666666,13.0,2.1666666666666665,0.75,30,2,6.0,2.0,96.30555555555556,-5.305555555555557,40.02777777777778,131.02777777777777,0.2476757449335145,113.03125,3.5625,114.98181818181818,4.036363636363636,160.14499587536227,Melbourne Stars,Melbourne Renegades,1484.3591070743755,1403.5971594566026,80.7619476177731,1484.3591070743755,1403.5971594566026,80.76194761777288
1269670,20,2022,Melbourne Cricket Ground,Melbourne Stars,Melbourne Renegades,Melbourne Stars,0,126,10,0,6.3,11.454545454545457,11.454545454545457,1.0,35,4,7.0,-1.0,137.65625,-11.65625,0.0,126.0,0.0,157.421875,6.59375,163.0943396226415,6.660377358490566,160.14499587536227,Melbourne Stars,Melbourne Renegades,1484.3591070743755,1403.5971594566026,80.7619476177731,1484.3591070743755,1403.5971594566026,80.76194761777288
1269671,6,2022,Melbourne Cricket Ground,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,1,62,0,14,10.333333333333334,62.0,4.133333333333334,0.3,55,0,11.0,11.0,53.71028037383178,8.289719626168221,122.3644859813084,184.3644859813084,0.7571420873544606,45.59375,1.34375,44.767857142857146,1.3214285714285714,160.14499587536227,Adelaide Strikers,Hobart Hurricanes,1495.0219543902545,1492.3671937906468,2.654760599607698,1495.0219543902545,1492.3671937906468,2.654760599607698
1269671,10,2022,Melbourne Cricket Ground,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,1,97,0,10,9.7,97.0,8.818181818181818,0.5,45,0,9.0,9.0,87.27586206896552,9.724137931034477,97.86206896551724,194.86206896551724,0.6055310131462183,73.25,2.34375,75.08928571428571,2.4285714285714284,160.14499587536227,Adelaide Strikers,Hobart Hurricanes,1495.0219543902545,1492.3671937906468,2.654760599607698,1495.0219543902545,1492.3671937906468,2.654760599607698
1269671,15,2022,Melbourne Cricket Ground,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,1,149,1,5,9.933333333333334,74.5,12.416666666666666,0.75,52,1,10.4,8.4,134.52,14.47999999999999,53.76,202.76,0.3326451975812122,113.03125,3.5625,114.98181818181818,4.036363636363636,160.14499587536227,Adelaide Strikers,Hobart Hurricanes,1495.0219543902545,1492.3671937906468,2.654760599607698,1495.0219543902545,1492.3671937906468,2.654760599607698
1269671,20,2022,Melbourne Cricket Ground,Adelaide Strikers,Adelaide Strikers,Adelaide Strikers,1,188,6,0,9.4,26.857142857142858,26.857142857142858,1.0,39,5,7.8,-2.2,162.57843137254903,25.421568627450966,0.0,188.0,0.0,157.421875,6.59375,163.0943396226415,6.660377358490566,160.14499587536227,Adelaide Strikers,Hobart Hurricanes,1495.0219543902545,1492.3671937906468,2.654760599607698,1495.0219543902545,1492.3671937906468,2.654760599607698
1269672,6,2022,Adelaide Oval,Adelaide Strikers,Adelaide Strikers,Hobart Hurricanes,0,33,2,14,5.5,11.0,0.7333333333333333,0.3,28,2,5.6,1.5999999999999996,41.6,-8.600000000000001,108.84827586206896,141.84827586206896,0.6735092304782778,47.014084507042256,1.3098591549295775,44.767857142857146,1.3214285714285714,165.88374827806138,Hobart Hurricanes,Adelaide Strikers,1494.767944249217,1445.6158744224908,49.15206982672612,1494.767944249217,1445.6158744224908,49.15206982672612
1269672,10,2022,Adelaide Oval,Adelaide Strikers,Adelaide Strikers,Hobart Hurricanes,0,65,4,10,6.5,13.0,1.181818181818182,0.5,36,2,7.2,3.2,64.2258064516129,0.7741935483871032,80.45161290322581,145.4516129032258,0.4978021329970377,77.98591549295774,2.267605633802817,75.08928571428571,2.4285714285714284,165.88374827806138,Hobart Hurricanes,Adelaide Strikers,1494.767944249217,1445.6158744224908,49.15206982672612,1494.767944249217,1445.6158744224908,49.15206982672612
1269672,15,2022,Adelaide Oval,Adelaide Strikers,Adelaide Strikers,Hobart Hurricanes,0,95,5,5,6.333333333333333,15.833333333333334,2.638888888888889,0.75,30,1,6.0,4.0,103.86585365853658,-8.86585365853658,43.68292682926829,138.6829268292683,0.2702923330738018,117.92753623188406,3.550724637681159,114.98181818181818,4.036363636363636,165.88374827806138,Hobart Hurricanes,Adelaide Strikers,1494.767944249217,1445.6158744224908,49.15206982672612,1494.767944249217,1445.6158744224908,49.15206982672612
1269672,20,2022,Adelaide Oval,Adelaide Strikers,Adelaide Strikers,Hobart Hurricanes,0,126,10,0,6.3,11.454545454545457,11.454545454545457,1.0,31,5,6.2,-3.8,137.65625,-11.65625,0.0,126.0,0.0,169.55384615384617,6.107692307692307,163.0943396226415,6.660377358490566,165.88374827806138,Hobart Hurricanes,Adelaide Strikers,1494.767944249217,1445.6158744224908,49.15206982672612,1494.767944249217,1445.6158744224908,49.15206982672612
1269673,6,2022,Carrara Oval,Perth Scorchers,Sydney Thunder,Perth Scorchers,0,40,1,14,6.666666666666667,20.0,1.3333333333333333,0.3,29,1,5.8,3.8,47.2952380952381,-7.295238095238098,119.83809523809524,159.83809523809524,0.7415098003763451,44.0625,1.5,44.767857142857146,1.3214285714285714,158.2942331877367,Perth Scorchers,Sydney Thunder,1575.6459869577177,1510.322999574972,65.32298738274562,1575.6459869577177,1510.322999574972,65.32298738274562
1269673,10,2022,Carrara Oval,Perth Scorchers,Sydney Thunder,Perth Scorchers,0,64,2,10,6.4,21.333333333333332,1.9393939393939392,0.5,29,1,5.8,3.8,76.94827586206897,-12.948275862068968,88.93103448275862,152.9310344827586,0.5502693738210349,69.875,2.375,75.08928571428571,2.4285714285714284,158.2942331877367,Perth Scorchers,Sydney Thunder,1575.6459869577177,1510.322999574972,65.32298738274562,1575.6459869577177,1510.322999574972,65.32298738274562
1269673,15,2022,Carrara Oval,Perth Scorchers,Sydney Thunder,Perth Scorchers,0,107,4,5,7.133333333333334,21.4,3.5666666666666664,0.75,43,2,8.6,4.6,112.85897435897436,-5.858974358974365,47.43589743589744,154.43589743589743,0.2935142015440145,110.86666666666666,3.8,114.98181818181818,4.036363636363636,158.2942331877367,Perth Scorchers,Sydney Thunder,1575.6459869577177,1510.322999574972,65.32298738274562,1575.6459869577177,1510.322999574972,65.32298738274562
1269674,6,2022,"GMHBA Stadium, South Geelong, Victoria",Melbourne Renegades,Melbourne Renegades,Brisbane Heat,0,40,1,14,6.666666666666667,20.0,1.3333333333333333,0.3,35,1,7.0,5.0,47.2952380952381,-7.295238095238098,119.83809523809524,159.83809523809524,0.7415098003763451,42.09090909090909,1.181818181818182,44.767857142857146,1.3214285714285714,157.25703106691537,Brisbane Heat,Melbourne Renegades,1478.2979055125045,1415.8806932790594,62.41721223344507,1478.2979055125045,1415.8806932790594,62.41721223344507
1269674,10,2022,"GMHBA Stadium, South Geelong, Victoria",Melbourne Renegades,Melbourne Renegades,Brisbane Heat,0,58,2,10,5.8,19.333333333333332,1.7575757575757576,0.5,22,1,4.4,2.4000000000000004,76.94827586206897,-18.948275862068968,88.93103448275862,146.9310344827586,0.5502693738210349,69.3,2.1,75.08928571428571,2.4285714285714284,157.25703106691537,Brisbane Heat,Melbourne Renegades,1478.2979055125045,1415.8806932790594,62.41721223344507,1478.2979055125045,1415.8806932790594,62.41721223344507
1269674,15,2022,"GMHBA Stadium, South Geelong, Victoria",Melbourne Renegades,Melbourne Renegades,Brisbane Heat,0,92,4,5,6.133333333333334,18.4,3.0666666666666664,0.75,34,2,6.8,2.8,112.85897435897436,-20.858974358974365,47.43589743589744,139.43589743589743,0.2935142015440145,109.8,3.5,114.98181818181818,4.036363636363636,157.25703106691537,Brisbane Heat,Melbourne Renegades,1478.2979055125045,1415.8806932790594,62.41721223344507,1478.2979055125045,1415.8806932790594,62.41721223344507
1269674,20,2022,"GMHBA Stadium, South Geelong, Victoria",Melbourne Renegades,Melbourne Renegades,Brisbane Heat,0,128,6,0,6.4,18.285714285714285,18.285714285714285,1.0,36,2,7.2,3.2,162.57843137254903,-34.57843137254903,0.0,128.0,0.0,154.0,5.8,163.0943396226415,6.660377358490566,157.25703106691537,Brisbane Heat,Melbourne Renegades,1478.2979055125045,1415.8806932790594,62.41721223344507,1478.2979055125045,1415.8806932790594,62.41721223344507
