match_id,checkpoint,runs,wickets,overs_left,run_rate,runs_per_wicket,pressure_index,checkpoint_ratio,toss_win,momentum_runs,momentum_wickets,momentum_runrate,momentum_score,season,toss_decision,target_batfirst,date,winner,bat_first_team
571241,20,109,4,0,5.45,21.8,21.8,1.0,0,0,0,0.0,0.0,2012,field,0,2012-12-18,Perth Scorchers,Brisbane Heat
571242,6,30,2,14,5.0,10.0,0.6666666666666666,0.3,1,24,2,4.8,0.7999999999999998,2012,field,0,2012-12-19,Melbourne Renegades,Hobart Hurricanes
571242,10,51,4,10,5.1,10.2,0.9272727272727272,0.5,1,26,3,5.2,-0.7999999999999998,2012,field,0,2012-12-19,Melbourne Renegades,Hobart Hurricanes
571242,15,75,6,5,5.0,10.714285714285714,1.7857142857142856,0.75,1,24,2,4.8,0.7999999999999998,2012,field,0,2012-12-19,Melbourne Renegades,Hobart Hurricanes
571242,20,102,9,0,5.1,10.2,10.2,1.0,1,27,3,5.4,-0.5999999999999996,2012,field,0,2012-12-19,Melbourne Renegades,Hobart Hurricanes
571243,6,46,0,14,7.666666666666667,46.0,3.066666666666667,0.3,1,36,0,7.2,7.2,2012,field,1,2012-12-20,Adelaide Strikers,Adelaide Strikers
571243,10,75,0,10,7.5,75.0,6.818181818181818,0.5,1,38,0,7.6,7.6,2012,field,1,2012-12-20,Adelaide Strikers,Adelaide Strikers
571243,15,115,1,5,7.666666666666667,57.5,9.583333333333334,0.75,1,40,1,8.0,6.0,2012,field,1,2012-12-20,Adelaide Strikers,Adelaide Strikers
571243,20,177,6,0,8.85,25.285714285714285,25.285714285714285,1.0,1,62,5,12.4,2.4000000000000004,2012,field,1,2012-12-20,Adelaide Strikers,Adelaide Strikers
571245,6,31,3,14,5.166666666666667,7.75,0.5166666666666667,0.3,0,26,3,5.2,-0.7999999999999998,2012,bat,0,2012-12-22,Melbourne Renegades,Brisbane Heat
571245,10,62,3,10,6.2,15.5,1.4090909090909092,0.5,0,35,1,7.0,5.0,2012,bat,0,2012-12-22,Melbourne Renegades,Brisbane Heat
571245,15,92,6,5,6.133333333333334,13.142857142857142,2.1904761904761902,0.75,0,30,3,6.0,0.0,2012,bat,0,2012-12-22,Melbourne Renegades,Brisbane Heat
571245,20,133,7,0,6.65,16.625,16.625,1.0,0,41,1,8.2,6.199999999999999,2012,bat,0,2012-12-22,Melbourne Renegades,Brisbane Heat
571247,6,28,2,14,4.666666666666667,9.333333333333334,0.6222222222222222,0.3,0,20,2,4.0,0.0,2012,bat,0,2012-12-23,Adelaide Strikers,Sydney Sixers
571247,10,51,2,10,5.1,17.0,1.5454545454545454,0.5,0,29,0,5.8,5.8,2012,bat,0,2012-12-23,Adelaide Strikers,Sydney Sixers
